id,from,to,cost,nodes
4281,1320103959,1320103977,151.34,"['1320103959', '1320103885', '1320103977']"
4282,1320103927,1320104087,23.85,"['1320103927', '1320104087']"
4283,1320104087,1320103927,23.85,"['1320104087', '1320103927']"
4284,1320103896,1320103767,25.1,"['1320103896', '1320103767']"
4285,1320103767,1320103896,25.1,"['1320103767', '1320103896']"
4286,1320103767,1320103934,26.27,"['1320103767', '1320103934']"
4287,1320103934,1320103767,26.27,"['1320103934', '1320103767']"
4288,1320104090,1320103627,56.02,"['1320104090', '1320103627']"
4289,1320103627,1320104090,56.02,"['1320103627', '1320104090']"
4290,1320103627,1320103920,42.67,"['1320103627', '1320103920']"
4291,1320103920,1320103627,42.67,"['1320103920', '1320103627']"
4292,1320103920,1320103870,27.51,"['1320103920', '1320103870']"
4293,1320103870,1320103920,27.51,"['1320103870', '1320103920']"
4294,1316471890,1320103632,44.36,"['1316471890', '1320103657', '1320103632']"
4295,1320103632,1316471890,44.36,"['1320103632', '1320103657', '1316471890']"
4296,1320103632,1320103653,52.38,"['1320103632', '1320103718', '1320103653']"
4297,1320103653,1320103632,52.38,"['1320103653', '1320103718', '1320103632']"
4298,1320103886,1320104027,21.34,"['1320103886', '1320103567', '1320104027']"
4299,1320104027,1320103886,21.34,"['1320104027', '1320103567', '1320103886']"
4300,1320103833,1320103891,41.51,"['1320103833', '1320103891']"
4301,1320103891,1320103833,41.51,"['1320103891', '1320103833']"
4302,1320103901,1320104072,33.05,"['1320103901', '1320104072']"
4303,1320104072,1320103901,33.05,"['1320104072', '1320103901']"
4304,1320103898,1320103900,80.44,"['1320103898', '1320104056', '1320104010', '1320103900']"
4305,1320103900,1320103898,80.44,"['1320103900', '1320104010', '1320104056', '1320103898']"
4306,1320103783,1320104013,39.55,"['1320103783', '1320103940', '1320103950', '1320104013']"
4307,1320104013,1320103783,39.55,"['1320104013', '1320103950', '1320103940', '1320103783']"
4308,1320103554,1320104055,8.19,"['1320103554', '1320104055']"
4309,1320104055,1320103554,8.19,"['1320104055', '1320103554']"
4310,1320104055,1320103998,11.23,"['1320104055', '1320103998']"
4311,1320103998,1320104055,11.23,"['1320103998', '1320104055']"
4312,654402282,1320103942,45.31,"['654402282', '1320104024', '1320103942']"
4313,1320103942,654402282,45.31,"['1320103942', '1320104024', '654402282']"
4314,1320103730,1320104104,93.14,"['1320103730', '1320103904', '1320104039', '1320103993', '1320104104']"
4315,1320104104,1320103730,93.14,"['1320104104', '1320103993', '1320104039', '1320103904', '1320103730']"
4316,476556639,1320103982,37.74,"['476556639', '1320103864', '1320103781', '1320103982']"
4317,1320103982,476556639,37.74,"['1320103982', '1320103781', '1320103864', '476556639']"
4318,1320103929,1320104043,23.21,"['1320103929', '1320104043']"
4319,1320104043,1320103929,23.21,"['1320104043', '1320103929']"
4320,4868839655,1320103895,29.09,"['4868839655', '1320103908', '1320103895']"
4321,1320103895,4868839655,29.09,"['1320103895', '1320103908', '4868839655']"
4322,1320103895,1320103666,19.1,"['1320103895', '1320103666']"
4323,1320103666,1320103895,19.1,"['1320103666', '1320103895']"
4324,1320103666,1320104058,20.9,"['1320103666', '1320104058']"
4325,1320104058,1320103666,20.9,"['1320104058', '1320103666']"
4326,1320104058,1320103640,18.88,"['1320104058', '1320103640']"
4327,1320103640,1320104058,18.88,"['1320103640', '1320104058']"
4328,1320103640,1320103627,20.13,"['1320103640', '1320103627']"
4329,1320103627,1320103640,20.13,"['1320103627', '1320103640']"
4330,1320104119,1320103809,20.07,"['1320104119', '1320103809']"
4331,1320103809,1320104119,20.07,"['1320103809', '1320104119']"
4332,1320103809,1320103726,46.01,"['1320103809', '1320103828', '1320103726']"
4333,1320103726,1320103809,46.01,"['1320103726', '1320103828', '1320103809']"
4334,1320103786,1320103941,49.56,"['1320103786', '1320104012', '1320103811', '1320103941']"
4335,1320103941,1320103786,49.56,"['1320103941', '1320103811', '1320104012', '1320103786']"
4336,1320103995,1320103997,9.81,"['1320103995', '1320103997']"
4337,1320103997,1320103995,9.81,"['1320103997', '1320103995']"
4338,1320103997,1320104083,22.99,"['1320103997', '1320104083']"
4339,1320104083,1320103997,22.99,"['1320104083', '1320103997']"
4340,1320104083,1320103959,33.19,"['1320104083', '1320103832', '1320103959']"
4341,1320103959,1320104083,33.19,"['1320103959', '1320103832', '1320104083']"
4342,1320103959,1320103580,26.53,"['1320103959', '1320103580']"
4343,1320103580,1320103959,26.53,"['1320103580', '1320103959']"
4344,1320104059,1320103818,17.76,"['1320104059', '1320103818']"
4345,1320103818,1320104059,17.76,"['1320103818', '1320104059']"
4346,1320103818,1320103982,16.86,"['1320103818', '1320103702', '1320103982']"
4347,1320103982,1320103818,16.86,"['1320103982', '1320103702', '1320103818']"
4348,1320103982,1320103859,11.64,"['1320103982', '1320103859']"
4349,1320103859,1320103982,11.64,"['1320103859', '1320103982']"
4350,1320103859,1320103599,24.51,"['1320103859', '1320103599']"
4351,1320103599,1320103859,24.51,"['1320103599', '1320103859']"
4352,1320103599,1320103679,33.86,"['1320103599', '1320103606', '1320103679']"
4353,1320103679,1320103599,33.86,"['1320103679', '1320103606', '1320103599']"
4354,1320104077,1320103938,21.59,"['1320104077', '1320103938']"
4355,1320103938,1320104077,21.59,"['1320103938', '1320104077']"
4356,1320103938,1320103677,18.08,"['1320103938', '1320103677']"
4357,1320103677,1320103938,18.08,"['1320103677', '1320103938']"
4358,1404037095,1324294864,19.03,"['1404037095', '1324294864']"
4359,1324294864,1404037095,19.03,"['1324294864', '1404037095']"
4360,1324294864,1324294881,23.14,"['1324294864', '1324294881']"
4361,1324294881,1324294864,23.14,"['1324294881', '1324294864']"
4362,1324294881,1324295174,21.71,"['1324294881', '1324295174']"
4363,1324295174,1324294881,21.71,"['1324295174', '1324294881']"
4364,1324295174,1324294511,27.63,"['1324295174', '1324294511']"
4365,1324294511,1324295174,27.63,"['1324294511', '1324295174']"
4366,1324294511,1324294520,13.79,"['1324294511', '1324294520']"
4367,1324294520,1324294511,13.79,"['1324294520', '1324294511']"
4368,1324294589,1324294579,31.87,"['1324294589', '1324294579']"
4369,1324294579,1324294589,31.87,"['1324294579', '1324294589']"
4370,1324294615,1324295135,30.67,"['1324294615', '1324294903', '1324295135']"
4371,1324295135,1324294615,30.67,"['1324295135', '1324294903', '1324294615']"
4372,1324295135,1324295027,14.88,"['1324295135', '1324295027']"
4373,1324295027,1324295135,14.88,"['1324295027', '1324295135']"
4374,1324294236,1324294810,22.31,"['1324294236', '1324294723', '1324294810']"
4375,1324294810,1324294236,22.31,"['1324294810', '1324294723', '1324294236']"
4376,1324295176,1324294615,77.07,"['1324295176', '1324295237', '1324294765', '1324294750', '1324294971', '1324294615']"
4377,1324294615,1324295176,77.07,"['1324294615', '1324294971', '1324294750', '1324294765', '1324295237', '1324295176']"
4378,1324294615,1324294220,16.64,"['1324294615', '1324294220']"
4379,1324294220,1324294615,16.64,"['1324294220', '1324294615']"
4380,1324294834,1324294249,55.0,"['1324294834', '1324295239', '1324294308', '1324294249']"
4381,1324294249,1324294834,55.0,"['1324294249', '1324294308', '1324295239', '1324294834']"
4382,1324294856,1324295049,30.35,"['1324294856', '1324294824', '1324295049']"
4383,1324295049,1324294856,30.35,"['1324295049', '1324294824', '1324294856']"
4384,1324294269,1324294481,86.5,"['1324294269', '1324294483', '1324294481']"
4385,1324294481,1324294269,86.5,"['1324294481', '1324294483', '1324294269']"
4386,1324294481,1324295149,47.67,"['1324294481', '1324295149']"
4387,1324295149,1324294481,47.67,"['1324295149', '1324294481']"
4388,1324294448,1324294454,69.79,"['1324294448', '1324295024', '1324294285', '1324294454']"
4389,1324294454,1324294448,69.79,"['1324294454', '1324294285', '1324295024', '1324294448']"
4390,1324294454,1324294286,6.05,"['1324294454', '1324294286']"
4391,1324294286,1324294454,6.05,"['1324294286', '1324294454']"
4392,1324294286,1324294940,19.33,"['1324294286', '1324294253', '1324294940']"
4393,1324294940,1324294286,19.33,"['1324294940', '1324294253', '1324294286']"
4394,1324294350,1324294303,22.57,"['1324294350', '1324294303']"
4395,1324294303,1324294350,22.57,"['1324294303', '1324294350']"
4396,1324294305,1324294989,18.59,"['1324294305', '1324294989']"
4397,1324294989,1324294305,18.59,"['1324294989', '1324294305']"
4398,1324294989,1324295234,26.56,"['1324294989', '1324295124', '1324295234']"
4399,1324295234,1324294989,26.56,"['1324295234', '1324295124', '1324294989']"
4400,1324294320,1324294266,13.5,"['1324294320', '1324294266']"
4401,1324294266,1324294320,13.5,"['1324294266', '1324294320']"
4402,1324294266,1324294292,12.98,"['1324294266', '1324294292']"
4403,1324294292,1324294266,12.98,"['1324294292', '1324294266']"
4404,1324294292,1324294372,7.29,"['1324294292', '1324294372']"
4405,1324294372,1324294292,7.29,"['1324294372', '1324294292']"
4406,1324294372,1324295234,4.76,"['1324294372', '1324295234']"
4407,1324295234,1324294372,4.76,"['1324295234', '1324294372']"
4408,1324295234,1324294938,11.84,"['1324295234', '1324294938']"
4409,1324294938,1324295234,11.84,"['1324294938', '1324295234']"
4410,1324294938,1324294228,17.57,"['1324294938', '1324294228']"
4411,1324294228,1324294938,17.57,"['1324294228', '1324294938']"
4412,1324294228,1324295231,43.63,"['1324294228', '1324294572', '1324295231']"
4413,1324295231,1324294228,43.63,"['1324295231', '1324294572', '1324294228']"
4414,1324294533,1324294424,12.16,"['1324294533', '1324294424']"
4415,1324294424,1324294533,12.16,"['1324294424', '1324294533']"
4416,1324294424,1324294727,15.05,"['1324294424', '1324294727']"
4417,1324294727,1324294424,15.05,"['1324294727', '1324294424']"
4418,1324294727,1324295206,14.05,"['1324294727', '1324295206']"
4419,1324295206,1324294727,14.05,"['1324295206', '1324294727']"
4420,1324295206,1324294433,14.89,"['1324295206', '1324294433']"
4421,1324294433,1324295206,14.89,"['1324294433', '1324295206']"
4422,1324294241,1324294881,58.27,"['1324294241', '1324295095', '1324294881']"
4423,1324294881,1324294241,58.27,"['1324294881', '1324295095', '1324294241']"
4424,1324294686,1324294376,27.22,"['1324294686', '1324294753', '1324294376']"
4425,1324294376,1324294686,27.22,"['1324294376', '1324294753', '1324294686']"
4426,1324294376,1324294324,28.84,"['1324294376', '1324294324']"
4427,1324294324,1324294376,28.84,"['1324294324', '1324294376']"
4428,1324294410,1324294589,31.05,"['1324294410', '1324294589']"
4429,1324294589,1324294410,31.05,"['1324294589', '1324294410']"
4430,1324294589,476561947,32.1,"['1324294589', '1324294898', '476561947']"
4431,476561947,1324294589,32.1,"['476561947', '1324294898', '1324294589']"
4432,1324294933,1324294208,26.99,"['1324294933', '1324294208']"
4433,1324294208,1324294933,26.99,"['1324294208', '1324294933']"
4434,1324294921,1324294583,22.7,"['1324294921', '1324294583']"
4435,1324294583,1324294921,22.7,"['1324294583', '1324294921']"
4436,1324295012,1324294454,19.49,"['1324295012', '1324294454']"
4437,1324294454,1324295012,19.49,"['1324294454', '1324295012']"
4438,1324294939,1324294303,4.87,"['1324294939', '1324294303']"
4439,1324294303,1324294939,4.87,"['1324294303', '1324294939']"
4440,1324294303,1324294487,13.93,"['1324294303', '1324294487']"
4441,1324294487,1324294303,13.93,"['1324294487', '1324294303']"
4442,1324294487,1324294696,34.59,"['1324294487', '1324295059', '1324295146', '1324294696']"
4443,1324294696,1324294487,34.59,"['1324294696', '1324295146', '1324295059', '1324294487']"
4444,1324295135,1324294461,12.71,"['1324295135', '1324294461']"
4445,1324294461,1324295135,12.71,"['1324294461', '1324295135']"
4446,1324294461,1324294985,44.3,"['1324294461', '1324294407', '1324294985']"
4447,1324294985,1324294461,44.3,"['1324294985', '1324294407', '1324294461']"
4448,1324294985,1324294463,25.97,"['1324294985', '1324294463']"
4449,1324294463,1324294985,25.97,"['1324294463', '1324294985']"
4450,1324294463,1324294551,6.03,"['1324294463', '1324294551']"
4451,1324294551,1324294463,6.03,"['1324294551', '1324294463']"
4452,1324294809,1324295205,19.59,"['1324294809', '1324295205']"
4453,1324295205,1324294809,19.59,"['1324295205', '1324294809']"
4454,1319204581,1319641256,98.99,"['1319204581', '1319204564', '1319641256']"
4455,1319641256,1319204581,98.99,"['1319641256', '1319204564', '1319204581']"
4456,1319641256,1319641364,16.79,"['1319641256', '1319641217', '1319641364']"
4457,1319641364,1319641256,16.79,"['1319641364', '1319641217', '1319641256']"
4458,1319641364,1319641235,66.66,"['1319641364', '1319641175', '1319641080', '1319204485', '1319204534', '1319641235']"
4459,1319641235,1319641364,66.66,"['1319641235', '1319204534', '1319204485', '1319641080', '1319641175', '1319641364']"
4460,1319641235,1319641142,43.14,"['1319641235', '1319641142']"
4461,1319641142,1319641235,43.14,"['1319641142', '1319641235']"
4462,1319641142,654400890,18.4,"['1319641142', '654400890']"
4463,654400890,1319641142,18.4,"['654400890', '1319641142']"
4464,654400890,1320104049,44.29,"['654400890', '1320104049']"
4465,1320104049,654400890,44.29,"['1320104049', '654400890']"
4466,1320104049,1320103607,11.29,"['1320104049', '1320103607']"
4467,1320103607,1320104049,11.29,"['1320103607', '1320104049']"
4468,1320103607,654401048,25.16,"['1320103607', '654401047', '654401048']"
4469,654401048,1320103607,25.16,"['654401048', '654401047', '1320103607']"
4470,654401048,6878239427,7.36,"['654401048', '6878239427']"
4471,6878239427,654401048,7.36,"['6878239427', '654401048']"
4472,6878239427,476556038,39.14,"['6878239427', '654401049', '476556038']"
4473,476556038,6878239427,39.14,"['476556038', '654401049', '6878239427']"
4474,476556038,654402280,16.15,"['476556038', '654402280']"
4475,654402280,476556038,16.15,"['654402280', '476556038']"
4476,654402280,1320104074,20.32,"['654402280', '1320104074']"
4477,1320104074,654402280,20.32,"['1320104074', '654402280']"
4478,1320104074,654402282,20.35,"['1320104074', '654402282']"
4479,654402282,1320104074,20.35,"['654402282', '1320104074']"
4480,654402282,1320103922,23.36,"['654402282', '654402283', '1320103922']"
4481,1320103922,654402282,23.36,"['1320103922', '654402283', '654402282']"
4482,1320103922,1320103670,21.81,"['1320103922', '654402285', '1320103670']"
4483,1320103670,1320103922,21.81,"['1320103670', '654402285', '1320103922']"
4484,1320103670,1320104113,31.48,"['1320103670', '654402287', '654402289', '1320104113']"
4485,1320104113,1320103670,31.48,"['1320104113', '654402289', '654402287', '1320103670']"
4486,1320104113,1316472004,35.84,"['1320104113', '654402291', '1316472004']"
4487,1316472004,1320104113,35.84,"['1316472004', '654402291', '1320104113']"
4488,1316472004,1320103771,26.81,"['1316472004', '654402293', '1320103771']"
4489,1320103771,1316472004,26.81,"['1320103771', '654402293', '1316472004']"
4490,1320103771,1316472147,14.48,"['1320103771', '654402295', '1316472147']"
4491,1316472147,1320103771,14.48,"['1316472147', '654402295', '1320103771']"
4492,1316472147,476557955,52.8,"['1316472147', '654402297', '654402299', '476557955']"
4493,476557955,1316472147,52.8,"['476557955', '654402299', '654402297', '1316472147']"
4494,476557955,1320103883,74.52,"['476557955', '1320103883']"
4495,1320103883,476557955,74.52,"['1320103883', '476557955']"
4496,1320103883,1320104001,5.77,"['1320103883', '1320104001']"
4497,1320104001,1320103883,5.77,"['1320104001', '1320103883']"
4498,1320104001,476557270,48.34,"['1320104001', '476557270']"
4499,476557270,1320104001,48.34,"['476557270', '1320104001']"
4500,1324294456,1324294508,10.27,"['1324294456', '1324294508']"
4501,1324294508,1324294456,10.27,"['1324294508', '1324294456']"
4502,1324294508,1324294433,8.33,"['1324294508', '1324294433']"
4503,1324294433,1324294508,8.33,"['1324294433', '1324294508']"
4504,1324294433,1324294579,6.41,"['1324294433', '1324294579']"
4505,1324294579,1324294433,6.41,"['1324294579', '1324294433']"
4506,1324294579,1324294866,33.88,"['1324294579', '1324294866']"
4507,1324294866,1324294579,33.88,"['1324294866', '1324294579']"
4508,1324294785,1324294264,26.31,"['1324294785', '1324294264']"
4509,1324294264,1324294785,26.31,"['1324294264', '1324294785']"
4510,1324294264,1324295201,18.31,"['1324294264', '1324295228', '1324295201']"
4511,1324295201,1324294264,18.31,"['1324295201', '1324295228', '1324294264']"
4512,1324294461,1324294594,33.07,"['1324294461', '1324294283', '1324294594']"
4513,1324294594,1324294461,33.07,"['1324294594', '1324294283', '1324294461']"
4514,1324294968,1324294424,38.35,"['1324294968', '1324294819', '1324294424']"
4515,1324294424,1324294968,38.35,"['1324294424', '1324294819', '1324294968']"
4516,1324294307,1324294727,39.01,"['1324294307', '1324294695', '1324294727']"
4517,1324294727,1324294307,39.01,"['1324294727', '1324294695', '1324294307']"
4518,1324294804,1324294696,32.39,"['1324294804', '1324294680', '1324294696']"
4519,1324294696,1324294804,32.39,"['1324294696', '1324294680', '1324294804']"
4520,1324294696,1324294810,24.04,"['1324294696', '1324294721', '1324294810']"
4521,1324294810,1324294696,24.04,"['1324294810', '1324294721', '1324294696']"
4522,1324294810,1324294864,17.03,"['1324294810', '1324294975', '1324294864']"
4523,1324294864,1324294810,17.03,"['1324294864', '1324294975', '1324294810']"
4524,1324294807,1324295174,76.99,"['1324294807', '1324294802', '1324295174']"
4525,1324295174,1324294807,76.99,"['1324295174', '1324294802', '1324294807']"
4526,1324294871,1324294968,28.14,"['1324294871', '1324294968']"
4527,1324294968,1324294871,28.14,"['1324294968', '1324294871']"
4528,1324294968,1324294307,14.63,"['1324294968', '1324294307']"
4529,1324294307,1324294968,14.63,"['1324294307', '1324294968']"
4530,1324294307,1324294852,12.48,"['1324294307', '1324294852']"
4531,1324294852,1324294307,12.48,"['1324294852', '1324294307']"
4532,1324294852,1324294866,13.46,"['1324294852', '1324294866']"
4533,1324294866,1324294852,13.46,"['1324294866', '1324294852']"
4534,1324294866,1328999502,6.45,"['1324294866', '1328999502']"
4535,1328999502,1324294866,6.45,"['1328999502', '1324294866']"
4536,1328999502,1324294410,24.55,"['1328999502', '1324295204', '1324294410']"
4537,1324294410,1328999502,24.55,"['1324294410', '1324295204', '1328999502']"
4538,1324294410,1324294330,50.55,"['1324294410', '1576353695', '1324294330']"
4539,1324294330,1324294410,50.55,"['1324294330', '1576353695', '1324294410']"
4540,1324294395,1324294686,47.65,"['1324294395', '1324294289', '1324294686']"
4541,1324294686,1324294395,47.65,"['1324294686', '1324294289', '1324294395']"
4542,1324294686,1324294985,51.41,"['1324294686', '1324294400', '1324294985']"
4543,1324294985,1324294686,51.41,"['1324294985', '1324294400', '1324294686']"
4544,1324294985,1324294220,45.67,"['1324294985', '1324294275', '1324294220']"
4545,1324294220,1324294985,45.67,"['1324294220', '1324294275', '1324294985']"
4546,1324294220,1404037095,82.13,"['1324294220', '1324294218', '1324294893', '1324294397', '1404037095']"
4547,1404037095,1324294220,82.13,"['1404037095', '1324294397', '1324294893', '1324294218', '1324294220']"
4548,1404037095,476559405,53.19,"['1404037095', '1324294929', '1324294690', '476559405']"
4549,476559405,1404037095,53.19,"['476559405', '1324294690', '1324294929', '1404037095']"
4550,1324294511,1324294286,28.16,"['1324294511', '1324294367', '1324294286']"
4551,1324294286,1324294511,28.16,"['1324294286', '1324294367', '1324294511']"
4552,1324295043,1324294508,23.29,"['1324295043', '1324294508']"
4553,1324294508,1324295043,23.29,"['1324294508', '1324295043']"
4554,1324294481,1324294609,71.98,"['1324294481', '1324294518', '1324294375', '1324294900', '1324294645', '1324294609']"
4555,1324294609,1324294481,71.98,"['1324294609', '1324294645', '1324294900', '1324294375', '1324294518', '1324294481']"
4556,1324294422,1324294938,38.6,"['1324294422', '1324294938']"
4557,1324294938,1324294422,38.6,"['1324294938', '1324294422']"
4558,1324294402,1324294450,17.27,"['1324294402', '1324294450']"
4559,1324294450,1324294402,17.27,"['1324294450', '1324294402']"
4560,1324294450,1324294292,22.91,"['1324294450', '1324294292']"
4561,1324294292,1324294450,22.91,"['1324294292', '1324294450']"
4562,1324295182,1324294809,15.03,"['1324295182', '1324294809']"
4563,1324294809,1324295182,15.03,"['1324294809', '1324295182']"
4564,1324294809,1324294933,55.1,"['1324294809', '1324295170', '1324294224', '1324294840', '1324294933']"
4565,1324294933,1324294809,55.1,"['1324294933', '1324294840', '1324294224', '1324295170', '1324294809']"
4566,1324294933,1324295091,12.76,"['1324294933', '1324295091']"
4567,1324295091,1324294933,12.76,"['1324295091', '1324294933']"
4568,1324295091,1324294583,17.76,"['1324295091', '1324294889', '1324294583']"
4569,1324294583,1324295091,17.76,"['1324294583', '1324294889', '1324295091']"
4570,1324294583,1324294850,10.68,"['1324294583', '1324294850']"
4571,1324294850,1324294583,10.68,"['1324294850', '1324294583']"
4572,1324294850,481500502,19.96,"['1324294850', '481500502']"
4573,481500502,1324294850,19.96,"['481500502', '1324294850']"
4574,1324295132,1324294228,40.98,"['1324295132', '1324294228']"
4575,1324294228,1324295132,40.98,"['1324294228', '1324295132']"
4576,1324294228,1324294370,42.81,"['1324294228', '1324294351', '1324294370']"
4577,1324294370,1324294228,42.81,"['1324294370', '1324294351', '1324294228']"
4578,1324294370,1324294650,14.5,"['1324294370', '1324294650']"
4579,1324294650,1324294370,14.5,"['1324294650', '1324294370']"
4580,1324294787,1324294420,54.11,"['1324294787', '1324294420']"
4581,1324294420,1324294787,54.11,"['1324294420', '1324294787']"
4582,1324294575,1324295129,19.62,"['1324294575', '1324295129']"
4583,1324295129,1324294575,19.62,"['1324295129', '1324294575']"
4584,1324295129,1324294264,23.02,"['1324295129', '1324294226', '1324294264']"
4585,1324294264,1324295129,23.02,"['1324294264', '1324294226', '1324295129']"
4586,1324294264,1324294370,15.49,"['1324294264', '1324294370']"
4587,1324294370,1324294264,15.49,"['1324294370', '1324294264']"
4588,1324294458,1324294787,83.94,"['1324294458', '1324294885', '1324294787']"
4589,1324294787,1324294458,83.94,"['1324294787', '1324294885', '1324294458']"
4590,1324294787,1324294714,38.96,"['1324294787', '1324294602', '1324294714']"
4591,1324294714,1324294787,38.96,"['1324294714', '1324294602', '1324294787']"
4592,1324294638,1324294487,18.54,"['1324294638', '1324294487']"
4593,1324294487,1324294638,18.54,"['1324294487', '1324294638']"
4594,1324295202,1324294807,45.05,"['1324295202', '1324294807']"
4595,1324294807,1324295202,45.05,"['1324294807', '1324295202']"
4596,1324294807,1324294714,7.43,"['1324294807', '1324294714']"
4597,1324294714,1324294807,7.43,"['1324294714', '1324294807']"
4598,1324294714,1324294917,30.92,"['1324294714', '1324294917']"
4599,1324294917,1324294714,30.92,"['1324294917', '1324294714']"
4600,1324294917,1324294804,4.26,"['1324294917', '1324294804']"
4601,1324294804,1324294917,4.26,"['1324294804', '1324294917']"
4602,1324294804,1324295022,61.12,"['1324294804', '1324295022']"
4603,1324295022,1324294804,61.12,"['1324295022', '1324294804']"
4604,1324295091,1324294516,30.84,"['1324295091', '1324295062', '1324294516']"
4605,1324294516,1324295091,30.84,"['1324294516', '1324295062', '1324295091']"
4606,1324294368,1324294463,75.98,"['1324294368', '1324294869', '1324294463']"
4607,1324294463,1324294368,75.98,"['1324294463', '1324294869', '1324294368']"
4608,1324294543,1324294516,3.95,"['1324294543', '1324294516']"
4609,1324294516,1324294543,3.95,"['1324294516', '1324294543']"
4610,1324294516,1324294208,14.1,"['1324294516', '1324294208']"
4611,1324294208,1324294516,14.1,"['1324294208', '1324294516']"
4612,1324294208,1324295201,8.79,"['1324294208', '1324295201']"
4613,1324295201,1324294208,8.79,"['1324295201', '1324294208']"
4614,1324295201,1324294650,16.4,"['1324295201', '1324294650']"
4615,1324294650,1324295201,16.4,"['1324294650', '1324295201']"
4616,1324294650,1324295203,17.54,"['1324294650', '1324295203']"
4617,1324295203,1324294650,17.54,"['1324295203', '1324294650']"
4618,1324295203,1324295205,5.67,"['1324295203', '1324295205']"
4619,1324295205,1324295203,5.67,"['1324295205', '1324295203']"
4620,1324295205,1324294230,30.97,"['1324295205', '1324294230']"
4621,1324294230,1324295205,30.97,"['1324294230', '1324295205']"
4622,1324294543,1324295129,22.11,"['1324294543', '1324295129']"
4623,1324295129,1324294543,22.11,"['1324295129', '1324294543']"
4624,1324295129,1324294372,40.66,"['1324295129', '1324294372']"
4625,1324294372,1324295129,40.66,"['1324294372', '1324295129']"
4626,1324294850,1324294575,66.38,"['1324294850', '1324294779', '1324294493', '1324294776', '1324294575']"
4627,1324294575,1324294850,66.38,"['1324294575', '1324294776', '1324294493', '1324294779', '1324294850']"
4628,1324294575,1324294266,41.35,"['1324294575', '1324294266']"
4629,1324294266,1324294575,41.35,"['1324294266', '1324294575']"
4630,1324294266,1324294322,22.9,"['1324294266', '1324294322']"
4631,1324294322,1324294266,22.9,"['1324294322', '1324294266']"
4632,1324294654,1328999518,116.32,"['1324294654', '1328999518']"
4633,1328999518,1324294654,116.32,"['1328999518', '1324294654']"
4634,1328999518,1328999608,47.36,"['1328999518', '1324294491', '1328999608']"
4635,1328999608,1328999518,47.36,"['1328999608', '1324294491', '1328999518']"
4636,1328999608,1324294936,74.16,"['1328999608', '1324294936']"
4637,1324294936,1328999608,74.16,"['1324294936', '1328999608']"
4638,1324294852,1324295206,39.58,"['1324294852', '1324295019', '1324295206']"
4639,1324295206,1324294852,39.58,"['1324295206', '1324295019', '1324294852']"
4640,1324294729,1324295203,23.96,"['1324294729', '1324295203']"
4641,1324295203,1324294729,23.96,"['1324295203', '1324294729']"
4642,1324294326,1324294376,24.17,"['1324294326', '1324294376']"
4643,1324294376,1324294326,24.17,"['1324294376', '1324294326']"
4644,1324295098,1324294322,9.8,"['1324295098', '1324294322']"
4645,1324294322,1324295098,9.8,"['1324294322', '1324295098']"
4646,1324294322,1324294450,10.97,"['1324294322', '1324295144', '1324294450']"
4647,1324294450,1324294322,10.97,"['1324294450', '1324295144', '1324294322']"
4648,1324294450,1324294989,11.36,"['1324294450', '1324294989']"
4649,1324294989,1324294450,11.36,"['1324294989', '1324294450']"
4650,1328999452,1328999442,62.8,"['1328999452', '1328999442']"
4651,1328999442,1328999452,62.8,"['1328999442', '1328999452']"
4652,1328999608,1328999560,122.55,"['1328999608', '1328999492', '1328999560']"
4653,1328999560,1328999608,122.55,"['1328999560', '1328999492', '1328999608']"
4654,1328999431,1328999518,148.92,"['1328999431', '1328999581', '1328999558', '1328999579', '1328999540', '1328999518']"
4655,1328999518,1328999431,148.92,"['1328999518', '1328999540', '1328999579', '1328999558', '1328999581', '1328999431']"
4656,1328999518,1328999502,146.57,"['1328999518', '1328999460', '1328999453', '1328999502']"
4657,1328999502,1328999518,146.57,"['1328999502', '1328999453', '1328999460', '1328999518']"
4658,1404037055,1404037020,15.54,"['1404037055', '1404037020']"
4659,1404037020,1404037055,15.54,"['1404037020', '1404037055']"
4660,1404036953,1404037141,26.27,"['1404036953', '1404036974', '1404037141']"
4661,1404037141,1404036953,26.27,"['1404037141', '1404036974', '1404036953']"
4662,1404036983,1404037018,8.15,"['1404036983', '1404037018']"
4663,1404037018,1404036983,8.15,"['1404037018', '1404036983']"
4664,1404037018,1404037141,12.33,"['1404037018', '1404037141']"
4665,1404037141,1404037018,12.33,"['1404037141', '1404037018']"
4666,1404037141,1404037025,9.38,"['1404037141', '1404037025']"
4667,1404037025,1404037141,9.38,"['1404037025', '1404037141']"
4668,1404037025,1404037086,9.88,"['1404037025', '1404037086']"
4669,1404037086,1404037025,9.88,"['1404037086', '1404037025']"
4670,1404037086,1404037020,8.7,"['1404037086', '1404037020']"
4671,1404037020,1404037086,8.7,"['1404037020', '1404037086']"
4672,1404037020,1404037003,13.22,"['1404037020', '1404037003']"
4673,1404037003,1404037020,13.22,"['1404037003', '1404037020']"
4674,1404037073,1404037033,22.09,"['1404037073', '1404037033']"
4675,1404037033,1404037073,22.09,"['1404037033', '1404037073']"
4676,1404037033,1404037047,18.23,"['1404037033', '1404037047']"
4677,1404037047,1404037033,18.23,"['1404037047', '1404037033']"
4678,1404037005,1404037086,29.42,"['1404037005', '1404037040', '1404037086']"
4679,1404037086,1404037005,29.42,"['1404037086', '1404037040', '1404037005']"
4680,1404036953,1404037085,14.08,"['1404036953', '1404037085']"
