id,from,to,cost,nodes
4076,1767,1564,18.69,"['1320104080', '1320103624']"
4077,1564,1767,18.69,"['1320103624', '1320104080']"
4078,1564,1763,37.31,"['1320103624', '1320104074']"
4079,1763,1564,37.31,"['1320104074', '1320103624']"
4080,1629,1563,31.24,"['1320103802', '1320103619']"
4081,1563,1629,31.24,"['1320103619', '1320103802']"
4082,1563,1761,33.41,"['1320103619', '1320104072']"
4083,1761,1563,33.41,"['1320104072', '1320103619']"
4084,1784,1721,54.81,"['1320104101', '1320103570', '1320103987']"
4085,1721,1784,54.81,"['1320103987', '1320103570', '1320104101']"
4086,1597,1576,23.44,"['1320103708', '1320103646']"
4087,1576,1597,23.44,"['1320103646', '1320103708']"
4088,1655,1725,55.24,"['1320103887', '1320103939', '1320104037', '1320103994']"
4089,1725,1655,55.24,"['1320103994', '1320104037', '1320103939', '1320103887']"
4090,1584,1668,28.07,"['1320103682', '1320103910']"
4091,1668,1584,28.07,"['1320103910', '1320103682']"
4092,1668,920,46.46,"['1320103910', '1320103755', '1316471824']"
4093,920,1668,46.46,"['1316471824', '1320103755', '1320103910']"
4094,1771,1660,38.55,"['1320104085', '1320103895']"
4095,1660,1771,38.55,"['1320103895', '1320104085']"
4096,1660,1762,43.98,"['1320103895', '1320104073']"
4097,1762,1660,43.98,"['1320104073', '1320103895']"
4098,1627,1550,37.88,"['1320103798', '1320103953', '1320103662', '1320103569']"
4099,1550,1627,37.88,"['1320103569', '1320103662', '1320103953', '1320103798']"
4100,1588,1753,58.74,"['1320103691', '1320104060', '1320103897', '1320104054']"
4101,1753,1588,58.74,"['1320104054', '1320103897', '1320104060', '1320103691']"
4102,1615,1590,28.39,"['1320103769', '1320103698']"
4103,1590,1615,28.39,"['1320103698', '1320103769']"
4104,1608,1768,15.52,"['1320103730', '1320104081']"
4105,1768,1608,15.52,"['1320104081', '1320103730']"
4106,1768,1623,25.21,"['1320104081', '1320103786']"
4107,1623,1768,25.21,"['1320103786', '1320104081']"
4108,1623,1760,12.63,"['1320103786', '1320104071']"
4109,1760,1623,12.63,"['1320104071', '1320103786']"
4110,1760,1575,26.95,"['1320104071', '1320103930', '1320103645']"
4111,1575,1760,26.95,"['1320103645', '1320103930', '1320104071']"
4112,1586,1604,19.07,"['1320103686', '1320103720']"
4113,1604,1586,19.07,"['1320103720', '1320103686']"
4114,1690,1002,37.63,"['1320103937', '1320103655', '1316471958']"
4115,1002,1690,37.63,"['1316471958', '1320103655', '1320103937']"
4116,1572,1706,13.27,"['1320103641', '1320103961']"
4117,1706,1572,13.27,"['1320103961', '1320103641']"
4118,1698,1773,61.46,"['1320103948', '1320103572', '1320104088']"
4119,1773,1698,61.46,"['1320104088', '1320103572', '1320103948']"
4120,1699,1800,54.82,"['1320103949', '1320103906', '1320104124']"
4121,1800,1699,54.82,"['1320104124', '1320103906', '1320103949']"
4122,1800,1796,32.89,"['1320104124', '1320104118']"
4123,1796,1800,32.89,"['1320104118', '1320104124']"
4124,1796,1789,14.0,"['1320104118', '1320104106']"
4125,1789,1796,14.0,"['1320104106', '1320104118']"
4126,1789,1655,38.95,"['1320104106', '1320103887']"
4127,1655,1789,38.95,"['1320103887', '1320104106']"
4128,1788,1587,39.42,"['1320104105', '1320103687']"
4129,1587,1788,39.42,"['1320103687', '1320104105']"
4130,1587,1601,5.72,"['1320103687', '1320103714']"
4131,1601,1587,5.72,"['1320103714', '1320103687']"
4132,1601,1624,27.61,"['1320103714', '1320103792']"
4133,1624,1601,27.61,"['1320103792', '1320103714']"
4134,1624,1736,6.35,"['1320103792', '1320104011']"
4135,1736,1624,6.35,"['1320104011', '1320103792']"
4136,1736,1665,49.17,"['1320104011', '1320103902']"
4137,1665,1736,49.17,"['1320103902', '1320104011']"
4138,1609,1574,43.57,"['1320103745', '1320103644']"
4139,1574,1609,43.57,"['1320103644', '1320103745']"
4140,1634,1793,28.94,"['1320103815', '1320104114']"
4141,1793,1634,28.94,"['1320104114', '1320103815']"
4142,1793,1710,36.66,"['1320104114', '1320103716', '1320103970']"
4143,1710,1793,36.66,"['1320103970', '1320103716', '1320104114']"
4144,1671,1706,11.05,"['1320103915', '1320103961']"
4145,1706,1671,11.05,"['1320103961', '1320103915']"
4146,1706,1754,30.71,"['1320103961', '1320104055']"
4147,1754,1706,30.71,"['1320104055', '1320103961']"
4148,1626,1699,37.34,"['1320103796', '1320103747', '1320103949']"
4149,1699,1626,37.34,"['1320103949', '1320103747', '1320103796']"
4150,1699,1617,20.65,"['1320103949', '1320103771']"
4151,1617,1699,20.65,"['1320103771', '1320103949']"
4152,1643,1733,39.33,"['1320103848', '1320104005']"
4153,1733,1643,39.33,"['1320104005', '1320103848']"
4154,1733,1578,41.15,"['1320104005', '1320103661']"
4155,1578,1733,41.15,"['1320103661', '1320104005']"
4156,949,1551,10.64,"['1316471869', '1320103571']"
4157,1551,949,10.64,"['1320103571', '1316471869']"
4158,1551,1668,10.88,"['1320103571', '1320103968', '1320103910']"
4159,1668,1551,10.88,"['1320103910', '1320103968', '1320103571']"
4160,1668,1602,15.77,"['1320103910', '1320103754', '1320103717']"
4161,1602,1668,15.77,"['1320103717', '1320103754', '1320103910']"
4162,1602,1618,14.26,"['1320103717', '1320103775']"
4163,1618,1602,14.26,"['1320103775', '1320103717']"
4164,1715,1722,54.92,"['1320103978', '1320103573', '1320103988']"
4165,1722,1715,54.92,"['1320103988', '1320103573', '1320103978']"
4166,1704,1571,41.57,"['1320103956', '1320103640']"
4167,1571,1704,41.57,"['1320103640', '1320103956']"
4168,1571,861,42.66,"['1320103640', '1316471719']"
4169,861,1571,42.66,"['1316471719', '1320103640']"
4170,1740,1680,30.3,"['1320104025', '1320103925']"
4171,1680,1740,30.3,"['1320103925', '1320104025']"
4172,1680,1631,44.16,"['1320103925', '1320103807']"
4173,1631,1680,44.16,"['1320103807', '1320103925']"
4174,1598,1565,38.26,"['1320103709', '1320103766', '1320103625']"
4175,1565,1598,38.26,"['1320103625', '1320103766', '1320103709']"
4176,1670,1646,28.66,"['1320103914', '1320103861']"
4177,1646,1670,28.66,"['1320103861', '1320103914']"
4178,1709,1557,50.96,"['1320103965', '1320103695', '1320103599']"
4179,1557,1709,50.96,"['1320103599', '1320103695', '1320103965']"
4180,1702,1046,43.4,"['1320103954', '1320103564', '1316472087']"
4181,1046,1702,43.4,"['1316472087', '1320103564', '1320103954']"
4182,1794,1785,39.53,"['1320104116', '1320103787', '1320104102']"
4183,1785,1794,39.53,"['1320104102', '1320103787', '1320104116']"
4184,94,1780,51.37,"['476556039', '1320103588', '1320104096']"
4185,1780,94,51.37,"['1320104096', '1320103588', '476556039']"
4186,1780,1766,38.33,"['1320104096', '1320104079']"
4187,1766,1780,38.33,"['1320104079', '1320104096']"
4188,1766,1607,13.29,"['1320104079', '1320103728']"
4189,1607,1766,13.29,"['1320103728', '1320104079']"
4190,1607,1647,50.75,"['1320103728', '1320103862', '1320103879', '1320103867']"
4191,1647,1607,50.75,"['1320103867', '1320103879', '1320103862', '1320103728']"
4192,1659,1702,16.91,"['1320103892', '1320103954']"
4193,1702,1659,16.91,"['1320103954', '1320103892']"
4194,1702,1644,21.64,"['1320103954', '1320103699', '1320103859']"
4195,1644,1702,21.64,"['1320103859', '1320103699', '1320103954']"
4196,1628,1694,20.57,"['1320103800', '1320103943']"
4197,1694,1628,20.57,"['1320103943', '1320103800']"
4198,1605,1568,39.05,"['1320103722', '1320103707', '1320103630']"
4199,1568,1605,39.05,"['1320103630', '1320103707', '1320103722']"
4200,1796,1587,34.43,"['1320104118', '1320104086', '1320103687']"
4201,1587,1796,34.43,"['1320103687', '1320104086', '1320104118']"
4202,1567,1642,31.31,"['1320103628', '1320104023', '1320103846']"
4203,1642,1567,31.31,"['1320103846', '1320104023', '1320103628']"
4204,1642,1585,14.95,"['1320103846', '1320103684']"
4205,1585,1642,14.95,"['1320103684', '1320103846']"
4206,1622,1645,53.95,"['1320103785', '1320103668', '1320103860']"
4207,1645,1622,53.95,"['1320103860', '1320103668', '1320103785']"
4208,1616,1553,8.19,"['1320103770', '1320103582']"
4209,1553,1616,8.19,"['1320103582', '1320103770']"
4210,1553,1776,27.14,"['1320103582', '1320104092']"
4211,1776,1553,27.14,"['1320104092', '1320103582']"
4212,1594,1579,40.51,"['1320103704', '1320103666']"
4213,1579,1594,40.51,"['1320103666', '1320103704']"
4214,1579,1720,44.32,"['1320103666', '1320103983']"
4215,1720,1579,44.32,"['1320103983', '1320103666']"
4216,1632,1691,17.18,"['1320103809', '1320103845', '1320103938']"
4217,1691,1632,17.18,"['1320103938', '1320103845', '1320103809']"
4218,1651,1604,31.89,"['1320103881', '1320104063', '1320103720']"
4219,1604,1651,31.89,"['1320103720', '1320104063', '1320103881']"
4220,1604,1718,25.54,"['1320103720', '1320104035', '1320103981']"
4221,1718,1604,25.54,"['1320103981', '1320104035', '1320103720']"
4222,1718,1589,23.86,"['1320103981', '1320103696']"
4223,1589,1718,23.86,"['1320103696', '1320103981']"
4224,1589,1692,34.46,"['1320103696', '1320103865', '1320103941']"
4225,1692,1589,34.46,"['1320103941', '1320103865', '1320103696']"
4226,1692,1556,10.35,"['1320103941', '1320104122', '1320103597']"
4227,1556,1692,10.35,"['1320103597', '1320104122', '1320103941']"
4228,1556,1774,27.06,"['1320103597', '1320104089']"
4229,1774,1556,27.06,"['1320104089', '1320103597']"
4230,1546,1786,25.9,"['1320103552', '1320104103']"
4231,1786,1546,25.9,"['1320104103', '1320103552']"
4232,1630,2008,44.33,"['1320103803', '1320103553', '1320103642', '4875052074']"
4233,2008,1630,44.33,"['4875052074', '1320103642', '1320103553', '1320103803']"
4234,1792,1625,59.55,"['1320104113', '4955473773', '1320103715', '1320103794']"
4235,1625,1792,59.55,"['1320103794', '1320103715', '4955473773', '1320104113']"
4236,1752,1749,28.82,"['1320104053', '1320104049']"
4237,1749,1752,28.82,"['1320104049', '1320104053']"
4238,1697,1689,27.56,"['1320103946', '1320103936']"
4239,1689,1697,27.56,"['1320103936', '1320103946']"
4240,1744,1769,47.9,"['1320104030', '1320103587', '1320103674', '1320103620', '1320104082']"
4241,1769,1744,47.9,"['1320104082', '1320103620', '1320103674', '1320103587', '1320104030']"
4242,1717,1727,60.27,"['1320103980', '1320103819', '1320103660', '1320103890', '1320103996']"
4243,1727,1717,60.27,"['1320103996', '1320103890', '1320103660', '1320103819', '1320103980']"
4244,1755,1551,28.26,"['1320104057', '1320103571']"
4245,1551,1755,28.26,"['1320103571', '1320104057']"
4246,1551,1738,48.31,"['1320103571', '1320103610', '1320104015']"
4247,1738,1551,48.31,"['1320104015', '1320103610', '1320103571']"
4248,1783,1612,30.17,"['1320104100', '1320103984', '1320103757']"
4249,1612,1783,30.17,"['1320103757', '1320103984', '1320104100']"
4250,1731,1649,33.63,"['1320104000', '1320103877']"
4251,1649,1731,33.63,"['1320103877', '1320104000']"
4252,1619,1573,49.03,"['1320103777', '1320103935', '1320103591', '1320103643']"
4253,1573,1619,49.03,"['1320103643', '1320103591', '1320103935', '1320103777']"
4254,1768,1589,37.54,"['1320104081', '1320104076', '1320103696']"
4255,1589,1768,37.54,"['1320103696', '1320104076', '1320104081']"
4256,1561,1641,20.49,"['1320103607', '1320103835']"
4257,1641,1561,20.49,"['1320103835', '1320103607']"
4258,1641,1726,42.53,"['1320103835', '1320104127', '1320104123', '1320103995']"
4259,1726,1641,42.53,"['1320103995', '1320104123', '1320104127', '1320103835']"
4260,1726,1599,10.31,"['1320103995', '1320103710']"
4261,1599,1726,10.31,"['1320103710', '1320103995']"
4262,1599,1693,40.45,"['1320103710', '1320103903', '1320103942']"
4263,1693,1599,40.45,"['1320103942', '1320103903', '1320103710']"
4264,1693,1686,26.2,"['1320103942', '1320103932']"
4265,1686,1693,26.2,"['1320103932', '1320103942']"
4266,1686,1600,19.72,"['1320103932', '1320103712']"
4267,1600,1686,19.72,"['1320103712', '1320103932']"
4268,1600,1625,18.48,"['1320103712', '1320103794']"
4269,1625,1600,18.48,"['1320103794', '1320103712']"
4270,1625,1791,8.29,"['1320103794', '1320104112']"
4271,1791,1625,8.29,"['1320104112', '1320103794']"
4272,1791,1626,38.67,"['1320104112', '1320103974', '1320103796']"
4273,1626,1791,38.67,"['1320103796', '1320103974', '1320104112']"
4274,1626,1703,52.03,"['1320103796', '1320103955']"
4275,1703,1626,52.03,"['1320103955', '1320103796']"
4276,1580,1600,63.14,"['1320103670', '1320103909', '1320103712']"
4277,1600,1580,63.14,"['1320103712', '1320103909', '1320103670']"
4278,304,1599,42.15,"['654402280', '1320103584', '1320103710']"
4279,1599,304,42.15,"['1320103710', '1320103584', '654402280']"
4280,1714,1705,151.34,"['1320103977', '1320103885', '1320103959']"
4281,1705,1714,151.34,"['1320103959', '1320103885', '1320103977']"
4282,1682,1772,23.85,"['1320103927', '1320104087']"
4283,1772,1682,23.85,"['1320104087', '1320103927']"
4284,1661,1613,25.1,"['1320103896', '1320103767']"
4285,1613,1661,25.1,"['1320103767', '1320103896']"
4286,1613,1688,26.27,"['1320103767', '1320103934']"
4287,1688,1613,26.27,"['1320103934', '1320103767']"
4288,1775,1566,56.02,"['1320104090', '1320103627']"
4289,1566,1775,56.02,"['1320103627', '1320104090']"
4290,1566,1675,42.67,"['1320103627', '1320103920']"
4291,1675,1566,42.67,"['1320103920', '1320103627']"
4292,1675,1648,27.51,"['1320103920', '1320103870']"
4293,1648,1675,27.51,"['1320103870', '1320103920']"
4294,963,1569,44.36,"['1316471890', '1320103657', '1320103632']"
4295,1569,963,44.36,"['1320103632', '1320103657', '1316471890']"
4296,1569,1577,52.38,"['1320103632', '1320103718', '1320103653']"
4297,1577,1569,52.38,"['1320103653', '1320103718', '1320103632']"
4298,1654,1742,21.34,"['1320103886', '1320103567', '1320104027']"
4299,1742,1654,21.34,"['1320104027', '1320103567', '1320103886']"
4300,1639,1658,41.51,"['1320103833', '1320103891']"
4301,1658,1639,41.51,"['1320103891', '1320103833']"
4302,1664,1761,33.05,"['1320103901', '1320104072']"
4303,1761,1664,33.05,"['1320104072', '1320103901']"
4304,1662,1663,80.44,"['1320103898', '1320104056', '1320104010', '1320103900']"
4305,1663,1662,80.44,"['1320103900', '1320104010', '1320104056', '1320103898']"
4306,1621,1737,39.55,"['1320103783', '1320103940', '1320103950', '1320104013']"
4307,1737,1621,39.55,"['1320104013', '1320103950', '1320103940', '1320103783']"
4308,1547,1754,8.19,"['1320103554', '1320104055']"
4309,1754,1547,8.19,"['1320104055', '1320103554']"
4310,1754,1729,11.23,"['1320104055', '1320103998']"
4311,1729,1754,11.23,"['1320103998', '1320104055']"
4312,305,1693,45.31,"['654402282', '1320104024', '1320103942']"
4313,1693,305,45.31,"['1320103942', '1320104024', '654402282']"
4314,1608,1787,93.14,"['1320103730', '1320103904', '1320104039', '1320103993', '1320104104']"
4315,1787,1608,93.14,"['1320104104', '1320103993', '1320104039', '1320103904', '1320103730']"
4316,97,1719,37.74,"['476556639', '1320103864', '1320103781', '1320103982']"
4317,1719,97,37.74,"['1320103982', '1320103781', '1320103864', '476556639']"
4318,1684,1746,23.21,"['1320103929', '1320104043']"
4319,1746,1684,23.21,"['1320104043', '1320103929']"
4320,2007,1660,29.09,"['4868839655', '1320103908', '1320103895']"
4321,1660,2007,29.09,"['1320103895', '1320103908', '4868839655']"
4322,1660,1579,19.1,"['1320103895', '1320103666']"
4323,1579,1660,19.1,"['1320103666', '1320103895']"
4324,1579,1756,20.9,"['1320103666', '1320104058']"
4325,1756,1579,20.9,"['1320104058', '1320103666']"
4326,1756,1571,18.88,"['1320104058', '1320103640']"
4327,1571,1756,18.88,"['1320103640', '1320104058']"
4328,1571,1566,20.13,"['1320103640', '1320103627']"
4329,1566,1571,20.13,"['1320103627', '1320103640']"
4330,1797,1632,20.07,"['1320104119', '1320103809']"
4331,1632,1797,20.07,"['1320103809', '1320104119']"
4332,1632,1606,46.01,"['1320103809', '1320103828', '1320103726']"
4333,1606,1632,46.01,"['1320103726', '1320103828', '1320103809']"
4334,1623,1692,49.56,"['1320103786', '1320104012', '1320103811', '1320103941']"
4335,1692,1623,49.56,"['1320103941', '1320103811', '1320104012', '1320103786']"
4336,1726,1728,9.81,"['1320103995', '1320103997']"
4337,1728,1726,9.81,"['1320103997', '1320103995']"
4338,1728,1770,22.99,"['1320103997', '1320104083']"
4339,1770,1728,22.99,"['1320104083', '1320103997']"
4340,1770,1705,33.19,"['1320104083', '1320103832', '1320103959']"
4341,1705,1770,33.19,"['1320103959', '1320103832', '1320104083']"
4342,1705,1552,26.53,"['1320103959', '1320103580']"
4343,1552,1705,26.53,"['1320103580', '1320103959']"
4344,1757,1636,17.76,"['1320104059', '1320103818']"
4345,1636,1757,17.76,"['1320103818', '1320104059']"
4346,1636,1719,16.86,"['1320103818', '1320103702', '1320103982']"
4347,1719,1636,16.86,"['1320103982', '1320103702', '1320103818']"
4348,1719,1644,11.64,"['1320103982', '1320103859']"
4349,1644,1719,11.64,"['1320103859', '1320103982']"
4350,1644,1557,24.51,"['1320103859', '1320103599']"
4351,1557,1644,24.51,"['1320103599', '1320103859']"
4352,1557,1583,33.86,"['1320103599', '1320103606', '1320103679']"
4353,1583,1557,33.86,"['1320103679', '1320103606', '1320103599']"
4354,1764,1691,21.59,"['1320104077', '1320103938']"
4355,1691,1764,21.59,"['1320103938', '1320104077']"
4356,1691,1582,18.08,"['1320103938', '1320103677']"
4357,1582,1691,18.08,"['1320103677', '1320103938']"
4358,1950,1877,19.03,"['1404037095', '1324294864']"
4359,1877,1950,19.03,"['1324294864', '1404037095']"
4360,1877,1880,23.14,"['1324294864', '1324294881']"
4361,1880,1877,23.14,"['1324294881', '1324294864']"
4362,1880,1902,21.71,"['1324294881', '1324295174']"
4363,1902,1880,21.71,"['1324295174', '1324294881']"
4364,1902,1846,27.63,"['1324295174', '1324294511']"
4365,1846,1902,27.63,"['1324294511', '1324295174']"
4366,1846,1848,13.79,"['1324294511', '1324294520']"
4367,1848,1846,13.79,"['1324294520', '1324294511']"
4368,1855,1853,31.87,"['1324294589', '1324294579']"
4369,1853,1855,31.87,"['1324294579', '1324294589']"
4370,1858,1900,30.67,"['1324294615', '1324294903', '1324295135']"
4371,1900,1858,30.67,"['1324295135', '1324294903', '1324294615']"
4372,1900,1893,14.88,"['1324295135', '1324295027']"
4373,1893,1900,14.88,"['1324295027', '1324295135']"
4374,1807,1872,22.31,"['1324294236', '1324294723', '1324294810']"
4375,1872,1807,22.31,"['1324294810', '1324294723', '1324294236']"
4376,1903,1858,77.07,"['1324295176', '1324295237', '1324294765', '1324294750', '1324294971', '1324294615']"
4377,1858,1903,77.07,"['1324294615', '1324294971', '1324294750', '1324294765', '1324295237', '1324295176']"
4378,1858,1804,16.64,"['1324294615', '1324294220']"
4379,1804,1858,16.64,"['1324294220', '1324294615']"
4380,1873,1809,55.0,"['1324294834', '1324295239', '1324294308', '1324294249']"
4381,1809,1873,55.0,"['1324294249', '1324294308', '1324295239', '1324294834']"
4382,1876,1895,30.35,"['1324294856', '1324294824', '1324295049']"
4383,1895,1876,30.35,"['1324295049', '1324294824', '1324294856']"
4384,1812,1843,86.5,"['1324294269', '1324294483', '1324294481']"
4385,1843,1812,86.5,"['1324294481', '1324294483', '1324294269']"
4386,1843,1901,47.67,"['1324294481', '1324295149']"
4387,1901,1843,47.67,"['1324295149', '1324294481']"
4388,1836,1838,69.79,"['1324294448', '1324295024', '1324294285', '1324294454']"
4389,1838,1836,69.79,"['1324294454', '1324294285', '1324295024', '1324294448']"
4390,1838,1813,6.05,"['1324294454', '1324294286']"
4391,1813,1838,6.05,"['1324294286', '1324294454']"
4392,1813,1887,19.33,"['1324294286', '1324294253', '1324294940']"
4393,1887,1813,19.33,"['1324294940', '1324294253', '1324294286']"
4394,1824,1816,22.57,"['1324294350', '1324294303']"
4395,1816,1824,22.57,"['1324294303', '1324294350']"
4396,1817,1890,18.59,"['1324294305', '1324294989']"
4397,1890,1817,18.59,"['1324294989', '1324294305']"
4398,1890,1911,26.56,"['1324294989', '1324295124', '1324295234']"
4399,1911,1890,26.56,"['1324295234', '1324295124', '1324294989']"
4400,1819,1811,13.5,"['1324294320', '1324294266']"
4401,1811,1819,13.5,"['1324294266', '1324294320']"
4402,1811,1814,12.98,"['1324294266', '1324294292']"
4403,1814,1811,12.98,"['1324294292', '1324294266']"
4404,1814,1827,7.29,"['1324294292', '1324294372']"
4405,1827,1814,7.29,"['1324294372', '1324294292']"
4406,1827,1911,4.76,"['1324294372', '1324295234']"
4407,1911,1827,4.76,"['1324295234', '1324294372']"
4408,1911,1885,11.84,"['1324295234', '1324294938']"
4409,1885,1911,11.84,"['1324294938', '1324295234']"
4410,1885,1805,17.57,"['1324294938', '1324294228']"
4411,1805,1885,17.57,"['1324294228', '1324294938']"
4412,1805,1910,43.63,"['1324294228', '1324294572', '1324295231']"
4413,1910,1805,43.63,"['1324295231', '1324294572', '1324294228']"
4414,1849,1834,12.16,"['1324294533', '1324294424']"
4415,1834,1849,12.16,"['1324294424', '1324294533']"
4416,1834,1865,15.05,"['1324294424', '1324294727']"
4417,1865,1834,15.05,"['1324294727', '1324294424']"
4418,1865,1909,14.05,"['1324294727', '1324295206']"
4419,1909,1865,14.05,"['1324295206', '1324294727']"
4420,1909,1835,14.89,"['1324295206', '1324294433']"
4421,1835,1909,14.89,"['1324294433', '1324295206']"
4422,1808,1880,58.27,"['1324294241', '1324295095', '1324294881']"
4423,1880,1808,58.27,"['1324294881', '1324295095', '1324294241']"
4424,1862,1828,27.22,"['1324294686', '1324294753', '1324294376']"
4425,1828,1862,27.22,"['1324294376', '1324294753', '1324294686']"
4426,1828,1821,28.84,"['1324294376', '1324294324']"
4427,1821,1828,28.84,"['1324294324', '1324294376']"
4428,1831,1855,31.05,"['1324294410', '1324294589']"
4429,1855,1831,31.05,"['1324294589', '1324294410']"
4430,1855,118,32.1,"['1324294589', '1324294898', '476561947']"
4431,118,1855,32.1,"['476561947', '1324294898', '1324294589']"
4432,1883,1803,26.99,"['1324294933', '1324294208']"
4433,1803,1883,26.99,"['1324294208', '1324294933']"
4434,1882,1854,22.7,"['1324294921', '1324294583']"
4435,1854,1882,22.7,"['1324294583', '1324294921']"
4436,1891,1838,19.49,"['1324295012', '1324294454']"
4437,1838,1891,19.49,"['1324294454', '1324295012']"
4438,1886,1816,4.87,"['1324294939', '1324294303']"
4439,1816,1886,4.87,"['1324294303', '1324294939']"
4440,1816,1844,13.93,"['1324294303', '1324294487']"
4441,1844,1816,13.93,"['1324294487', '1324294303']"
4442,1844,1863,34.59,"['1324294487', '1324295059', '1324295146', '1324294696']"
4443,1863,1844,34.59,"['1324294696', '1324295146', '1324295059', '1324294487']"
4444,1900,1841,12.71,"['1324295135', '1324294461']"
4445,1841,1900,12.71,"['1324294461', '1324295135']"
4446,1841,1889,44.3,"['1324294461', '1324294407', '1324294985']"
4447,1889,1841,44.3,"['1324294985', '1324294407', '1324294461']"
4448,1889,1842,25.97,"['1324294985', '1324294463']"
4449,1842,1889,25.97,"['1324294463', '1324294985']"
4450,1842,1851,6.03,"['1324294463', '1324294551']"
4451,1851,1842,6.03,"['1324294551', '1324294463']"
4452,1871,1908,19.59,"['1324294809', '1324295205']"
4453,1908,1871,19.59,"['1324295205', '1324294809']"
4454,1536,1541,98.99,"['1319204581', '1319204564', '1319641256']"
4455,1541,1536,98.99,"['1319641256', '1319204564', '1319204581']"
4456,1541,1543,16.79,"['1319641256', '1319641217', '1319641364']"
4457,1543,1541,16.79,"['1319641364', '1319641217', '1319641256']"
4458,1543,1540,66.66,"['1319641364', '1319641175', '1319641080', '1319204485', '1319204534', '1319641235']"
4459,1540,1543,66.66,"['1319641235', '1319204534', '1319204485', '1319641080', '1319641175', '1319641364']"
4460,1540,1539,43.14,"['1319641235', '1319641142']"
4461,1539,1540,43.14,"['1319641142', '1319641235']"
4462,1539,302,18.4,"['1319641142', '654400890']"
4463,302,1539,18.4,"['654400890', '1319641142']"
4464,302,1749,44.29,"['654400890', '1320104049']"
4465,1749,302,44.29,"['1320104049', '654400890']"
4466,1749,1561,11.29,"['1320104049', '1320103607']"
4467,1561,1749,11.29,"['1320103607', '1320104049']"
4468,1561,303,25.16,"['1320103607', '654401047', '654401048']"
4469,303,1561,25.16,"['654401048', '654401047', '1320103607']"
4470,303,2022,7.36,"['654401048', '6878239427']"
4471,2022,303,7.36,"['6878239427', '654401048']"
4472,2022,93,39.14,"['6878239427', '654401049', '476556038']"
4473,93,2022,39.14,"['476556038', '654401049', '6878239427']"
4474,93,304,16.15,"['476556038', '654402280']"
4475,304,93,16.15,"['654402280', '476556038']"
4476,304,1763,20.32,"['654402280', '1320104074']"
4477,1763,304,20.32,"['1320104074', '654402280']"
4478,1763,305,20.35,"['1320104074', '654402282']"
4479,305,1763,20.35,"['654402282', '1320104074']"
4480,305,1677,23.36,"['654402282', '654402283', '1320103922']"
4481,1677,305,23.36,"['1320103922', '654402283', '654402282']"
4482,1677,1580,21.81,"['1320103922', '654402285', '1320103670']"
4483,1580,1677,21.81,"['1320103670', '654402285', '1320103922']"
4484,1580,1792,31.48,"['1320103670', '654402287', '654402289', '1320104113']"
4485,1792,1580,31.48,"['1320104113', '654402289', '654402287', '1320103670']"
4486,1792,1024,35.84,"['1320104113', '654402291', '1316472004']"
4487,1024,1792,35.84,"['1316472004', '654402291', '1320104113']"
4488,1024,1617,26.81,"['1316472004', '654402293', '1320103771']"
4489,1617,1024,26.81,"['1320103771', '654402293', '1316472004']"
4490,1617,1064,14.48,"['1320103771', '654402295', '1316472147']"
4491,1064,1617,14.48,"['1316472147', '654402295', '1320103771']"
4492,1064,101,52.8,"['1316472147', '654402297', '654402299', '476557955']"
4493,101,1064,52.8,"['476557955', '654402299', '654402297', '1316472147']"
4494,101,1653,74.52,"['476557955', '1320103883']"
4495,1653,101,74.52,"['1320103883', '476557955']"
4496,1653,1732,5.77,"['1320103883', '1320104001']"
4497,1732,1653,5.77,"['1320104001', '1320103883']"
4498,1732,100,48.34,"['1320104001', '476557270']"
4499,100,1732,48.34,"['476557270', '1320104001']"
4500,1839,1845,10.27,"['1324294456', '1324294508']"
4501,1845,1839,10.27,"['1324294508', '1324294456']"
4502,1845,1835,8.33,"['1324294508', '1324294433']"
4503,1835,1845,8.33,"['1324294433', '1324294508']"
4504,1835,1853,6.41,"['1324294433', '1324294579']"
4505,1853,1835,6.41,"['1324294579', '1324294433']"
4506,1853,1878,33.88,"['1324294579', '1324294866']"
4507,1878,1853,33.88,"['1324294866', '1324294579']"
4508,1867,1810,26.31,"['1324294785', '1324294264']"
4509,1810,1867,26.31,"['1324294264', '1324294785']"
4510,1810,1905,18.31,"['1324294264', '1324295228', '1324295201']"
4511,1905,1810,18.31,"['1324295201', '1324295228', '1324294264']"
4512,1841,1856,33.07,"['1324294461', '1324294283', '1324294594']"
4513,1856,1841,33.07,"['1324294594', '1324294283', '1324294461']"
4514,1888,1834,38.35,"['1324294968', '1324294819', '1324294424']"
4515,1834,1888,38.35,"['1324294424', '1324294819', '1324294968']"
4516,1818,1865,39.01,"['1324294307', '1324294695', '1324294727']"
4517,1865,1818,39.01,"['1324294727', '1324294695', '1324294307']"
4518,1869,1863,32.39,"['1324294804', '1324294680', '1324294696']"
4519,1863,1869,32.39,"['1324294696', '1324294680', '1324294804']"
4520,1863,1872,24.04,"['1324294696', '1324294721', '1324294810']"
4521,1872,1863,24.04,"['1324294810', '1324294721', '1324294696']"
4522,1872,1877,17.03,"['1324294810', '1324294975', '1324294864']"
4523,1877,1872,17.03,"['1324294864', '1324294975', '1324294810']"
4524,1870,1902,76.99,"['1324294807', '1324294802', '1324295174']"
4525,1902,1870,76.99,"['1324295174', '1324294802', '1324294807']"
